date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:56:13	318/318	---MCZ	200	added ('OK')	text/plain	etag:cacheable:7adc45de195c09997ca97cedf976f44a	https://envy-stockholm.myshopify.com/robots.txt		(from )
23:56:13	21230/21230	---MCZ	200	added ('OK')	text/html	etag:cacheable:b6ef7efb1d8abf9dacdca64e3e03327d	https://envy-stockholm.myshopify.com/	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/index.html	(from )
23:56:14	253335/253335	---M-Z	200	added ('OK')	text/css	etag:%226976ae2548548e4269eeea4f868d226d%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/stylea3ee.css	(from https://envy-stockholm.myshopify.com/)
23:56:15	9436/9436	---M-Z	200	added ('OK')	application/javascript	etag:%2287073c282c05f5f6de28f81c971b1087%22	http://cdn.shopify.com/s/assets/themes_support/option_selection-54fd013c3dd1f914fc3ca277900ec7c1.js	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/assets/themes_support/option_selection-54fd013c3dd1f914fc3ca277900ec7c1.js	(from https://envy-stockholm.myshopify.com/)
23:56:15	749/749	---MCZ	200	added ('OK')	application/xml	etag:cacheable:cd4f4d7f1be478170f82ed9b28fe03f3	https://envy-stockholm.myshopify.com/sitemap.xml	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/sitemap.xml	(from https://envy-stockholm.myshopify.com/)
23:56:15	6041/6041	---M--	200	added ('OK')	application/javascript	etag:%22b8d1771f377f38d5c4f011aad0a94d8b%22	http://cdn.shopify.com/s/javascripts/shopify_stats.js?v=6	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/javascripts/shopify_stats1bce.js	(from https://envy-stockholm.myshopify.com/)
23:56:16	389/389	---M-Z	200	added ('OK')	application/javascript	etag:%2281a52e83cfad409bbfdcfc122455d14d%22	http://cdn.shopify.com/s/assets/themes_support/ga_urchin_forms-f888be82dfc735c04a5e0b253a366bb5.js	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/assets/themes_support/ga_urchin_forms-f888be82dfc735c04a5e0b253a366bb5.js	(from https://envy-stockholm.myshopify.com/)
23:56:16	26303/26303	---MC-	200	added ('OK')	text/javascript	date:Thu,%2010%20Sep%202015%2010:52:20%20GMT	http://www.google-analytics.com/analytics.js	D:/Dropbox/themeforest/envy/www.google-analytics.com/analytics.js	(from https://envy-stockholm.myshopify.com/)
23:56:17	16644/16644	---MCZ	200	added ('OK')	text/html	etag:cacheable:f074f2f09121f6868db5775200ad9fa7	https://envy-stockholm.myshopify.com/cart	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/cart.html	(from https://envy-stockholm.myshopify.com/)
23:56:18	26824/26824	---MCZ	200	added ('OK')	text/html	etag:cacheable:59bcfad413ac466de60fa2eb2d2f5144	https://envy-stockholm.myshopify.com/collections/all	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/collections/all.html	(from https://envy-stockholm.myshopify.com/)
23:56:18	20087/20087	---MCZ	200	added ('OK')	text/html	etag:cacheable:3b44f356a49221f7b23b74052b9494b6	https://envy-stockholm.myshopify.com/blogs/news	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/blogs/news.html	(from https://envy-stockholm.myshopify.com/)
23:56:19	17667/17667	---MCZ	200	added ('OK')	text/html	etag:cacheable:b1585e4c4f893d108e31b111ff0378fb	https://envy-stockholm.myshopify.com/pages/about-us	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/pages/about-us.html	(from https://envy-stockholm.myshopify.com/)
23:56:19	116/116	---MC-	302	error ('Found')	text/html	date:Tue,%2006%20Oct%202015%2015:56:20%20GMT	https://envy-stockholm.myshopify.com/account	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/account	(from https://envy-stockholm.myshopify.com/)
23:56:20	0/0	---M--	429	error ('Unknown%20error')	text/html	date:Tue,%2006%20Oct%202015%2015:56:20%20GMT	https://envy-stockholm.myshopify.com/account/login	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/account/login	(from https://envy-stockholm.myshopify.com/)
23:56:20	0/0	---M--	429	error ('Unknown%20error')	text/html	date:Tue,%2006%20Oct%202015%2015:56:20%20GMT	https://envy-stockholm.myshopify.com/account/logout	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/account/logout	(from https://envy-stockholm.myshopify.com/)
23:56:21	18502/18502	---MCZ	200	added ('OK')	text/html	etag:cacheable:0accb0122a2395741ee092bf8d1effe4	https://envy-stockholm.myshopify.com/account/register	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/account/register.html	(from https://envy-stockholm.myshopify.com/)
23:56:21	23301/23301	---M--	200	added ('OK')	image/png	etag:%220c5e6f8590dd788dfc8c3f13838f4fea%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/logo.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/logoa3ee.png	(from https://envy-stockholm.myshopify.com/)
23:56:22	27833/27833	---MCZ	200	added ('OK')	text/html	etag:cacheable:28f299dc6a3808229215c81834768e04	https://envy-stockholm.myshopify.com/collections/beachwear	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/collections/beachwear.html	(from https://envy-stockholm.myshopify.com/)
23:56:22	0/0	---M--	429	error ('Unknown%20error')	text/html	date:Tue,%2006%20Oct%202015%2015:56:22%20GMT	https://envy-stockholm.myshopify.com/collections/shorts	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/collections/shorts	(from https://envy-stockholm.myshopify.com/)
23:56:23	21945/21945	---MCZ	200	added ('OK')	text/html	etag:cacheable:71baea9afb1e264bbed5db707a6ee1df	https://envy-stockholm.myshopify.com/collections/watches	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/collections/watches.html	(from https://envy-stockholm.myshopify.com/)
23:56:31	37340/37340	---M--	200	added ('OK')	image/jpeg	etag:%22dd0840e080a5d637667eacd5ec0eda81%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/promobox-item-1.jpg?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/promobox-item-1a3ee.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:37	36375/36375	---M--	200	added ('OK')	image/jpeg	etag:%22321cfff25c89ebe12b5ce388908a9058%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/promobox-item-2.jpg?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/promobox-item-2a3ee.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:41	32281/32281	---MCZ	200	added ('OK')	text/html	etag:cacheable:feb68bfd7e9a811072ed6920d281ea4b	https://envy-stockholm.myshopify.com/products/seafolly-shimmer-tie-front-bustier	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/products/seafolly-shimmer-tie-front-bustier.html	(from https://envy-stockholm.myshopify.com/)
23:56:44	165984/165984	---M--	200	added ('OK')	image/jpeg	etag:%22471573a761a0d721dd256f73c1d84e3e%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/carousel-item-1.jpg?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/carousel-item-1a3ee.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:48	32415/32415	---MCZ	200	added ('OK')	text/html	etag:cacheable:1ba8a43d52d303352de230756da7e93f	https://envy-stockholm.myshopify.com/products/ginja-by-baku-cairo-paisley-print-flounce-bikini-top	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/products/ginja-by-baku-cairo-paisley-print-flounce-bikini-top.html	(from https://envy-stockholm.myshopify.com/)
23:56:48	41138/41138	---M--	200	added ('OK')	image/jpeg	etag:%2220c082b8b90c3e9122a74411bce4140e%22	http://cdn.shopify.com/s/files/1/0271/9799/products/image1-a_large.jpg?v=1418211173'	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/products/image1-a_large6fe6.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:48	163036/163036	---M--	200	added ('OK')	image/jpeg	etag:%22ce2960ef995c220be6e42d847f77bb81%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/carousel-item-3.jpg?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/carousel-item-3a3ee.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:49	195673/195673	---M--	200	added ('OK')	image/jpeg	etag:%22be1ee4408d53a3fec94f50f8021dbaba%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/carousel-item-2.jpg?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/carousel-item-2a3ee.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:50	31512/31512	---MCZ	200	added ('OK')	text/html	etag:cacheable:2a46c5c9713fc8d5b149ad6dad834bf2	https://envy-stockholm.myshopify.com/products/seafolly-goddess-pleated-frill-triangle-bikini-top	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/products/seafolly-goddess-pleated-frill-triangle-bikini-top.html	(from https://envy-stockholm.myshopify.com/)
23:56:51	32699/32699	---MCZ	200	added ('OK')	text/html	etag:cacheable:e9f065fb97d13abf5e6690e4c286a39a	https://envy-stockholm.myshopify.com/products/seafolly-romeo-rose-zip-front-bandeau-bikini-top	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/products/seafolly-romeo-rose-zip-front-bandeau-bikini-top.html	(from https://envy-stockholm.myshopify.com/)
23:56:53	55903/55903	---M--	200	added ('OK')	image/jpeg	etag:%2204566a294bc702445f1aa38d4fdb1715%22	http://cdn.shopify.com/s/files/1/0271/9799/products/image3-a_large.jpg?v=1418211597'	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/products/image3-a_large9465.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:54	41414/41414	---M--	200	added ('OK')	image/jpeg	etag:%22b89a3445232802e7202005dc928f0d8f%22	http://cdn.shopify.com/s/files/1/0271/9799/products/image2-a_large.jpg?v=1418211411'	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/products/image2-a_large68c5.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:55	46173/46173	---M--	200	added ('OK')	image/jpeg	etag:%2299601c0b03f6a12519b56fe33c49c340%22	http://cdn.shopify.com/s/files/1/0271/9799/products/image4-a_large.jpg?v=1418211776'	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/products/image4-a_large0ff4.jpg	(from https://envy-stockholm.myshopify.com/)
23:56:55	119/119	---MC-	303	error ('See%20Other')	text/html	date:Tue,%2006%20Oct%202015%2015:56:52%20GMT	https://envy-stockholm.myshopify.com/admin	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/admin	(from https://envy-stockholm.myshopify.com/)
23:56:56	19266/19266	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Oct%202015%2015:56:56%20GMT	https://envy-stockholm.myshopify.com/admin/auth/login	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/admin/auth/login.html	(from https://envy-stockholm.myshopify.com/)
23:56:57	2873/2873	---M--	200	added ('OK')	image/png	etag:%22addfa5418ca5716096dea156ba1af5f1%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-american-express.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-american-expressa3ee.png	(from https://envy-stockholm.myshopify.com/)
23:56:57	1286/1286	---M--	200	added ('OK')	image/png	etag:%22d487f95a66d8a2b37d16c1a9bf4ff306%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-discover.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-discovera3ee.png	(from https://envy-stockholm.myshopify.com/)
23:56:57	16916/16916	---MCZ	200	added ('OK')	text/html	etag:cacheable:447f91f2b6b71f9cfb9fb19561e1d350	https://envy-stockholm.myshopify.com/search	D:/Dropbox/themeforest/envy/envy-stockholm.myshopify.com/search.html	(from https://envy-stockholm.myshopify.com/)
23:56:58	1274/1274	---M--	200	added ('OK')	image/png	etag:%22b04c4de823f29374436caed87e733f37%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-visa.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-visaa3ee.png	(from https://envy-stockholm.myshopify.com/)
23:56:58	2036/2036	---M--	200	added ('OK')	image/png	etag:%22d8c3761d0241b4c285888a45d4ad3955%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-mastercard.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-mastercarda3ee.png	(from https://envy-stockholm.myshopify.com/)
23:56:59	2049/2049	---M--	200	added ('OK')	image/png	etag:%22500405e115bab8faf06f90eb84283021%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-maestro.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-maestroa3ee.png	(from https://envy-stockholm.myshopify.com/)
23:56:59	1970/1970	---M--	200	added ('OK')	image/png	etag:%228e45734885464a3be3044ca2f4987d5f%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-cirrus.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-cirrusa3ee.png	(from https://envy-stockholm.myshopify.com/)
23:56:59	1368/1368	---M--	200	added ('OK')	image/png	etag:%220f0033d7030f3636951419089f813136%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-paypal.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-paypala3ee.png	(from https://envy-stockholm.myshopify.com/)
23:57:00	4261/4261	---M--	200	added ('OK')	image/png	etag:%225b7a33f5a4f5e0b4071a7c92205ebd91%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-google.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/card-googlea3ee.png	(from https://envy-stockholm.myshopify.com/)
23:57:01	96380/96380	---M-Z	200	added ('OK')	application/javascript	etag:%2252d16e147b5346147d0f3269cd4d0f80%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/jquery-1.11.0.min.js?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/jquery-1.11.0.mina3ee.js	(from https://envy-stockholm.myshopify.com/)
23:57:01	863/863	---M-Z	200	added ('OK')	application/javascript	etag:%221ef0e20dc1b13ec2d52c59190b655158%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/custom.js?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/customa3ee.js	(from https://envy-stockholm.myshopify.com/)
23:57:03	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229c9cb7a6055043933ba68854f521af45%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon.eot?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon8267.eot	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:03	111523/111523	---M-Z	200	added ('OK')	application/javascript	etag:%2268492f3452f63080333a9ae42086a4bf%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/plugins.js?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/pluginsa3ee.js	(from https://envy-stockholm.myshopify.com/)
23:57:03	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229c9cb7a6055043933ba68854f521af45%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon.eot?%23iefix&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon13cd.eot	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:04	1268/1268	---M--	200	added ('OK')	application/font-woff	etag:%22f8b92f66539473eea649c8514eb836a0%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon.woff?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon8267.woff	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:04	1892/1892	---M--	200	added ('OK')	application/x-font-truetype	etag:%22b4c9e5057989b9727a5df4e0a21af33c%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon.ttf?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon8267.ttf	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:05	2680/2680	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Oct%202015%2015:57:05%20GMT	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon.svg%23flexslider-icon?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/flexslider-icon8267.svg#flexslider-icon	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:05	1640/1640	---M--	200	added ('OK')	image/png	etag:%22ea40b61a9e8f1aae2b04a6d7f1ad5c61%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/slider-arrows.png?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/slider-arrows8267.png	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:06	1362/1362	---M--	200	added ('OK')	image/png	etag:%22783d4031fe50c3d83c960911e1fbc705%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_sprite.png	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_sprite.png	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:07	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/blank.gif	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/blank.gif	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:07	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22328cc0f6c78211485058d460e80f4fa8%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_loading.gif	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_loading.gif	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:07	1003/1003	---M--	200	added ('OK')	image/png	etag:%2277aeaa52715b898b73c74d68c630330e%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_overlay.png	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_overlay.png	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:08	1576/1576	---M--	200	added ('OK')	image/png	etag:%22783d4031fe50c3d83c960911e1fbc705%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_sprite@2x.png	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_sprite@2x.png	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:08	113363/113363	---M--	200	added ('OK')	image/png	etag:%225730799563934742f220220de2fb5798%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/popup-newsletter-side.png?1172313162436649993	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/popup-newsletter-sidea3ee.png	(from https://envy-stockholm.myshopify.com/)
23:57:08	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22328cc0f6c78211485058d460e80f4fa8%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_loading@2x.gif	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fancybox_loading@2x.gif	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:15	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227149833697a959306ec3012a8588dcfa%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont.eot?v=4.2.0&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont3691.eot	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:17	287007/287007	---M-Z	200	added ('OK')	image/svg+xml	etag:%2265bcbc899f379216109acd0b6c494618%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont.svg?v=4.2.0%23fontawesomeregular&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont0cc9.svg	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:18	2340/2340	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b2aea16206e24d499be6b61da08fb005%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/icons.eot?social&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/iconsf986.eot	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:18	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227149833697a959306ec3012a8588dcfa%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont.eot?%23iefix&v=4.2.0&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfonta9e1.eot	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:19	2340/2340	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b2aea16206e24d499be6b61da08fb005%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/icons.eot?%23iefixsocial&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/icons0801.eot	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:19	65452/65452	---M--	200	added ('OK')	application/font-woff	etag:%22d95d6f5d5ab7cfefd09651800b69bd54%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont.woff?v=4.2.0&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont3691.woff	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:20	2392/2392	---M--	200	added ('OK')	application/font-woff	etag:%22873d999e2ac752d6e79279a39c7c49db%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/icons.woff?social&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/iconsf986.woff	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:20	2176/2176	---M--	200	added ('OK')	application/x-font-truetype	etag:%22efbedbd27f6602a980da77eedd54e2b4%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/icons.ttf?social&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/iconsf986.ttf	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:20	4324/4324	---M-Z	200	added ('OK')	image/svg+xml	etag:%2239f3036bcc70f31775480ca5476e3cce%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/icons.svg?social%23icons&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/icons7867.svg	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:21	1385/1385	---M--	200	added ('OK')	image/png	etag:%224338f0bf8540d8fcf9ec63690a42f355%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/delete.png?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/delete8267.png	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:22	2680/2680	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Oct%202015%2015:57:22%20GMT	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/bg_direction_nav.png?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/bg_direction_nav8267.png	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:22	112160/112160	---M--	200	added ('OK')	application/x-font-truetype	etag:%22c4668ed2440df82d3fd2f8be9d31d07d%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont.ttf?v=4.2.0&1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/fontawesome-webfont3691.ttf	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:22	46/46	---M--	200	added ('OK')	image/gif	etag:%22f0c885bd328f2a0f22cfa8d6fff35e24%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/diagonal.gif?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/diagonal8267.gif	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:23	46/46	---M--	200	added ('OK')	image/gif	etag:%22f0c885bd328f2a0f22cfa8d6fff35e24%22	http://static.shopify.com/s/files/1/0150/0818/t/2/assets/diagonal.gif?1425	D:/Dropbox/themeforest/envy/static.shopify.com/s/files/1/0150/0818/t/2/assets/diagonala424.gif	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
23:57:23	2543/2543	---M--	200	added ('OK')	image/png	etag:%22239aae22c49e210886402e3398fe44f2%22	http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/smicons-twitter.png?1785989354748153743	D:/Dropbox/themeforest/envy/cdn.shopify.com/s/files/1/0271/9799/t/10/assets/smicons-twitter8267.png	(from http://cdn.shopify.com/s/files/1/0271/9799/t/10/assets/style.css?1172313162436649993)
